fips,2010,2011,2012,2013,2014
29125,9176,9198,9036,9065,9013
29127,28792,28796,28809,28901,28920
29129,3774,3780,3714,3689,3719
29131,24725,24841,24753,25066,25141
29133,14334,14257,14305,14251,14232
29135,15621,15696,15671,15750,15856
29137,8795,8685,8686,8754,8707
29139,12238,12228,12024,11940,11841
29141,20563,20396,20141,20232,20240
29143,18931,18789,18479,18368,18272
29145,58148,58822,59063,58785,58598
29147,23375,23428,23367,23229,23081
29149,10922,11056,10997,10989,10911
29151,13875,13918,13860,13704,13703
29153,9734,9661,9624,9550,9492
29155,18253,18216,18117,17816,17650
29157,18968,18898,19024,19118,19202
29159,42244,42118,42279,42199,42225
29161,45316,45175,45183,44936,44847
29163,18486,18652,18551,18633,18541
29165,89727,90852,92126,93253,94788
29167,31171,31206,31105,31073,31054
29169,52869,53277,53389,53743,53436
29171,4967,4954,4930,4874,4829
29173,10175,10281,10238,10172,10255
29175,25446,25259,25305,24954,25072
29177,23477,23320,23058,23028,22949
29179,6688,6691,6671,6603,6565
29181,14106,14138,14035,14033,13969
29183,361671,365051,368791,373900,379493
29185,9833,9718,9530,9509,9457
29186,18122,18241,17872,17934,17914
29187,65521,65552,65835,66199,65960
29189,998880,999067,1000800,1001491,1001876
29195,23409,23331,23472,23258,23347
29197,4439,4385,4388,4359,4370
29199,4828,4833,4872,4916,4863
29201,39259,39154,39149,39221,38903
29203,8442,8419,8323,8285,8329
29205,6367,6233,6226,6156,6108
29207,30012,29838,29828,29774,29867
29209,32043,31853,31613,31351,31104
29211,6717,6656,6525,6448,6411
29213,51940,52690,53062,53508,54230
29215,26023,25932,25748,25637,25642
29217,21150,21005,20798,20967,21001
29219,32574,32614,32785,33010,33253
29221,25164,25094,25091,25137,25077
29223,13513,13386,13377,13421,13452
29225,36278,36302,36334,36502,36888
29227,2152,2123,2078,2086,2073
29229,18859,18635,18610,18430,18291
29510,319258,319188,319274,318496,317419
30001,9248,9212,9356,9308,9345
30003,12919,13054,13008,13134,13282
30005,6484,6556,6637,6582,6619
30007,5638,5732,5762,5687,5667
30009,10057,10076,10109,10305,10399
30011,1154,1142,1174,1169,1169
30013,81506,81747,81765,82404,82344
30015,5811,5803,5927,5861,5894
30017,11699,11772,11845,11936,12092
30019,1742,1769,1779,1783,1793
30021,8930,9006,9239,9400,9518
30023,9297,9261,9222,9287,9150
30025,2891,2934,3031,3056,3108
30027,11578,11498,11439,11522,11442
30029,90902,91222,91692,93125,94924
30031,89599,91333,92604,94694,97308
30033,1186,1277,1264,1282,1309
30035,13447,13578,13684,13801,13696
30037,883,840,842,857,852
30039,3073,3145,3107,3130,3209
30041,16142,16403,16427,16604,16596
30043,11410,11450,11400,11505,11558
30045,2062,2028,2021,2011,1991
30047,28785,29029,28999,29023,29099
30049,63590,64237,64845,65333,65856
30051,2354,2382,2395,2373,2359
30053,19681,19599,19469,19403,19125
30055,1734,1708,1693,1704,1694
30057,7683,7695,7725,7694,7820
30059,1890,1888,1897,1912,1853
30061,4211,4248,4164,4271,4257
30063,109425,110121,111054,111769,112684
30065,4548,4745,4675,4625,4589
30067,15586,15502,15580,15660,15880
30069,492,490,509,505,485
30071,4266,4206,4127,4179,4192
30073,6172,6214,6193,6258,6219
30075,1728,1750,1755,1751,1783
30077,7017,7076,7085,6965,6909
30079,1189,1158,1157,1176,1148
30081,40325,40385,40637,40824,41030
30083,9738,10133,10794,11187,11576
30085,10438,10525,10885,11124,11332
30087,9266,9364,9382,9336,9326
30089,11395,11374,11383,11348,11364
30091,3373,3441,3580,3658,3696
30093,34239,34388,34493,34512,34680
30095,9111,9162,9195,9310,9290
30097,3613,3583,3587,3662,3665
30099,6078,6084,6072,6075,6064
30101,5342,5170,5231,5149,5150
30103,719,720,730,699,692
30105,7367,7472,7494,7619,7640
30107,2158,2139,2099,2131,2102
30109,1006,990,1057,1126,1121
30111,148398,149845,151888,154060,155634
31001,31333,31224,31384,31581,31457
31003,6658,6622,6520,6456,6398
31005,464,469,482,451,453
31007,698,741,773,777,764
31009,472,496,512,481,504
31011,5496,5389,5407,5375,5353
31013,11293,11308,11291,11310,11340
31015,2100,2083,2059,2019,2033
31017,3144,3076,3021,2924,2941
31019,46174,46839,47644,48058,48224
31021,6838,6782,6672,6583,6573
31023,8370,8307,8308,8324,8249
31025,25254,25256,25159,25381,25524
31027,8829,8786,8770,8686,8610
31029,3963,3999,4033,3977,3978
31031,5715,5749,5738,5779,5762
31033,9961,9968,10062,10079,10148
31035,6542,6476,6407,6383,6315
31037,10539,10569,10541,10406,10504
31039,9144,9137,9090,9005,9027
31041,10913,10874,10788,10796,10728
31043,21029,20851,20837,20944,20850
31045,9172,9230,9167,9093,9042
31047,24354,24324,24100,24152,24096
31049,1937,1970,1973,1934,1940
31051,5970,6007,5907,5835,5782
31053,36701,36979,36670,36617,36744
31055,518594,524611,531309,537529,543244
31057,2008,1976,1991,1969,1886
31059,5889,5852,5748,5685,5661
31061,3231,3216,3190,3091,3076
31063,2753,2729,2731,2712,2705
31065,4954,4937,4903,4856,4888
31067,22286,21946,21735,21816,21663
31069,2078,2044,1962,1904,1911
31071,2041,1993,1991,2033,2003
31073,2048,1953,2038,1974,1970
31075,612,630,615,625,619
31077,2544,2534,2457,2483,2482
31079,58797,59568,60335,60923,61492
31081,9127,9079,9025,9122,9135
31083,3427,3452,3426,3513,3492
31085,960,983,947,973,933
31087,2893,2871,2883,2873,2901
31089,10451,10460,10409,10438,10403
31091,734,742,711,732,728
31093,6265,6302,6305,6341,6362
31095,7534,7557,7551,7547,7335
31097,5216,5194,5164,5129,5185
31099,6497,6573,6534,6553,6644
31101,8359,8219,8210,8121,8121
31103,821,824,799,797,810
31105,3827,3787,3785,3687,3713
31107,8668,8581,8579,8557,8482
31109,286134,289945,293469,297285,301795
31111,36267,36069,36029,36092,35815
31113,768,767,771,764,750
31115,626,614,600,581,588
31117,538,546,505,523,498
31119,34950,35016,35122,35251,35174
31121,7854,7734,7797,7801,7766
31123,5040,4930,4875,4882,4862
31125,3729,3732,3703,3600,3570
31127,7247,7273,7197,7178,7175
31129,4507,4451,4431,4395,4369
31131,15758,15772,15704,15717,15797
31133,2775,2785,2782,2726,2702
31135,2987,2956,2947,2910,2891
31137,9185,9159,9216,9197,9187
31139,7261,7196,7180,7164,7202
31141,32268,32420,32558,32513,32666
31143,5389,5341,5282,5250,5271
31145,11052,11011,11013,11023,10867
31147,8343,8322,8267,8125,8128
31149,1524,1445,1393,1417,1443
31151,14231,14355,14447,14298,14252
31153,159748,162655,165822,169358,172193
31155,20858,20872,20807,20881,20919
31157,37060,36924,36902,36870,36465
31159,16788,16728,16965,17064,17150
31161,5457,5389,5355,5252,5259
31163,3149,3141,3124,3110,3074
31165,1312,1326,1321,1319,1303
31167,6128,6181,6093,6084,6069
31169,5218,5171,5154,5196,5230
31171,650,689,691,696,687
31173,6973,6909,6923,6897,6969
31175,4258,4243,4229,4197,4204
31177,20276,20263,20291,20231,20258
31179,9600,9456,9514,9437,9431
31181,3814,3766,3753,3675,3658
31183,821,812,792,758,766
31185,13645,13744,13815,13863,13917
32001,24798,24587,24317,24045,23989
32003,1953263,1967159,1998646,2029316,2069681
32005,47038,47028,46991,47081,47536
32007,49074,49505,51078,52531,52766
32009,777,750,763,832,822
32011,1995,1984,1996,2071,2018
32013,16603,16661,17101,17369,17279
32015,5789,5848,5929,6074,6009
32017,5362,5269,5348,5248,5184
32019,52065,51484,51158,51400,51789
32021,4785,4630,4662,4559,4500
32023,43864,43322,42923,42298,42282
32027,6742,6640,6765,6862,6698
32029,3997,3956,3915,3889,3912
32031,422035,424902,429086,433824,440078
32033,10046,10114,9989,10034,10034
32510,55260,54747,54578,54061,54522
33001,60109,60253,60394,60201,60305
33003,47810,47736,47667,47505,47399
33005,76914,76792,76758,76399,76115
33007,32957,32460,31977,31962,31653
33009,89105,89067,89342,89628,89658
33011,400982,401716,402600,403398,405184
33013,146411,146681,146987,147150,147171
33015,295306,295999,297841,298745,300621
33017,123203,123945,124543,124642,125604
33019,43720,43460,43188,42986,43103
34001,274762,274923,275566,276167,275209
34003,906748,914087,920440,927434,933572
34005,449174,450531,451207,450141,449722
34007,513630,513261,513104,512125,511038
34009,97278,96562,96398,95849,95344
34011,157200,157607,157794,157153,157389
34013,784608,787232,788425,792091,795723
34015,288602,289363,289671,289940,290951
34017,636294,648197,656879,663906,669115
34019,127343,127253,126593,126473,126067
34021,368043,367941,369057,371052,371537
34023,811272,817400,824447,830815,836297
34025,630649,629835,629176,629569,629279
34027,492706,495782,497630,499672,499727
34029,577651,578990,580709,583412,586301
34031,502201,503946,505013,506998,508856
34033,65992,66028,65664,65106,64715
34035,324171,326795,328691,331297,332568
34037,148770,148034,146985,145740,144909
34039,537810,540709,545001,549723,552939
34041,108676,108138,107550,106839,106917
35001,664110,669604,672995,674883,675551
35003,3741,3714,3652,3592,3556
35005,65779,65726,65828,66041,65878
35006,27303,27509,27318,27483,27349
35007,13739,13618,13230,13054,12680
35009,48962,49681,50674,50580,50969
35011,2016,1967,1935,1891,1825
35013,210237,212890,214208,213697,213676
35015,53897,54021,54370,55486,56395
35017,29383,29385,29339,29310,29096
35019,4688,4646,4607,4560,4468
35021,688,713,701,688,683
35023,4851,4844,4789,4626,4560
35025,64644,65103,66286,68347,69999
35027,20470,20402,20208,20023,19706
35028,18012,18181,18162,17831,17682
35029,25116,25147,25019,24778,24673
35031,71766,73497,72716,73332,74098
35033,4883,4783,4679,4673,4592
35035,64396,65597,66102,65900,65082
35037,9050,9064,8798,8697,8501
35039,40318,40333,40260,40088,39777
35041,20011,20459,20336,19983,19536
35043,132367,134183,135319,136479,137608
35045,130155,128035,128367,126448,123785
35047,29377,29305,28953,28623,28239
35049,144503,145447,146385,147306,148164
35051,12039,12040,11893,11571,11325
35053,17830,17840,17527,17531,17310
35055,32906,32941,32817,33030,33084
35057,16380,16411,16072,15713,15611
35059,4541,4428,4419,4381,4297
35061,76792,76893,76630,76270,75817
36001,304005,304840,306186,307418,308171
36003,48986,48862,48289,48060,47736
36005,1388314,1399815,1414225,1427317,1438159
36007,200428,199335,198670,198203,197349
36009,80227,79820,79342,78996,78600
36011,79826,79803,79617,79335,78823
36013,134839,134316,133458,133115,132053
36015,88947,88973,89231,88485,87770
36017,50332,50214,49849,49518,49426
36019,82066,81849,81826,81773,81632
36021,63015,62644,62554,62289,62122
36023,49257,49520,49203,49149,49024
36025,47856,47625,47166,46885,46581
36027,297687,298272,297340,297063,296579
36029,918836,919709,920205,921883,922835
36031,39289,39468,39066,38857,38679
36033,51582,51547,51813,51335,51262
36035,55451,55255,55013,54528,54105
36037,60032,60019,59874,59422,59162
36039,49115,48992,48656,48359,47967
36041,4828,4822,4787,4759,4715
36043,64442,64639,64572,64246,63744
36045,116595,118273,120916,119536,119103
36047,2510073,2544903,2574864,2602373,2621793
36049,27067,27088,27259,27186,27220
36051,65261,64896,64862,64731,64586
36053,73400,72946,72420,72521,72369
36055,744647,747225,748582,750071,749857
36057,50288,49965,49891,49830,49779
36059,1341500,1346857,1350923,1355099,1358627
36061,1588494,1610027,1625198,1632005,1636268
36063,216506,215702,214862,214270,213525
36065,234859,234207,233981,233801,232871
36067,467422,467586,467182,468843,468196
36069,108233,108762,108824,109351,109707
36071,373402,374228,373936,374926,376099
36073,42847,42730,42517,42384,41984
36075,122154,122077,121654,121497,120913
36077,62225,62015,61880,61644,61128
36079,99775,99924,99657,99643,99487
36081,2235370,2261430,2280639,2303993,2321580
36083,159346,159654,159572,159653,159774
36085,469602,471063,470977,472691,473279
36087,312475,315783,317825,320983,323866
36089,111821,112370,112466,112019,111400
36091,220018,221088,222413,224119,224921
36093,154919,154746,155051,155440,155735
36095,32666,32638,32048,31849,31566
36097,18302,18478,18549,18484,18479
36099,35247,35377,35381,35273,34884
36101,98939,99252,99048,98951,98394
36103,1494744,1500780,1500422,1502953,1502968
36105,77443,77123,76951,76999,75943
36107,51041,50916,50335,50159,49870
36109,101726,102066,103044,104368,104691
36111,182374,182613,181708,180848,180445
36113,65675,65689,65430,65175,64973
36115,63316,63093,63046,62723,62372
36117,93734,93255,93009,92388,92051
36119,950544,957271,961849,969296,972634
36121,42097,41909,41762,41441,41188
36123,25360,25401,25265,25169,25208
37001,151551,152866,153672,154685,155792
37003,37272,37148,37012,37050,37392
37005,11145,11024,10925,10899,10879
37007,26892,26539,26351,26000,25765
37009,27267,27176,27150,27148,27126
37011,17738,17782,17656,17748,17773
37013,47767,47664,47491,47429,47585
37015,21262,20982,20601,20433,20106
37017,35179,34997,34906,34838,34657
37019,108083,110215,112138,115262,118836
37021,238832,241416,244363,247846,250539
37023,90699,90772,90235,89628,89486
37025,178687,181336,184487,187661,192103
37027,83002,82297,81946,81969,81484
37029,9997,10060,10054,10193,10331
37031,66749,67399,67779,68516,68811
37033,23697,23576,23183,23248,23082
37035,154332,154175,154518,154726,154534
37037,63785,65191,65811,66766,68698
37039,27426,27136,26972,27106,27141
37041,14753,14797,14695,14699,14572
37043,10574,10653,10656,10618,10581
37045,98039,97614,97515,97077,97076
37047,57967,57844,57604,57194,56953
37049,103919,104675,105309,104455,104510
37051,320254,323865,323099,326466,326328
37053,23651,23927,24092,24414,24976
37055,33980,34191,34458,34919,35104
37057,162898,163360,163542,163854,164072
37059,41321,41383,41366,41549,41434
37061,58710,59425,59667,59593,59882
37063,270798,276299,282308,288243,294460
37065,56609,56087,55714,55554,54933
37067,351399,354465,357967,361521,365298
37069,60821,61090,61571,62275,62860
37071,206091,206982,208204,209492,211127
37073,12163,12069,11909,11675,11567
37075,8864,8782,8696,8727,8644
37077,57650,57681,57818,58128,58500
37079,21383,21684,21391,21214,21093
37081,489479,495052,500894,506953,512119
37083,54515,54240,53923,53365,52970
37085,115721,119208,122213,125137,126666
37087,58950,58693,58782,59163,59471
37089,106909,107504,108115,109531,111149
37091,24605,24514,24432,24440,24308
37093,47473,49464,50467,51153,51611
37095,5809,5832,5738,5730,5676
37097,159820,161099,162724,164676,166675
37099,40352,40181,40516,40960,40981
37101,169617,172783,174893,178000,181423
37103,10080,10268,10276,10220,10076
37105,57896,58557,59368,59997,59662
37107,59452,59448,59181,58911,58485
37109,78409,78541,78973,79451,79829
37111,45069,44952,44967,44959,44965
37113,33930,33821,33796,33779,33875
37115,20774,20823,20882,21121,21157
37117,24455,24237,23886,23704,23454
37119,923413,945257,968779,992514,1012539
37121,15532,15371,15367,15318,15311
37123,27734,27857,27637,27509,27395
37125,88572,89349,90320,91576,93077
37127,95875,95758,95320,94560,94357
37129,203335,205972,209134,213190,216298
37131,22007,21967,21311,20803,20463
37133,179563,177895,183888,185669,187589
37135,134051,134813,137728,139365,140420
37137,13106,13298,13045,12914,12948
37139,40713,40378,40528,39761,39787
37141,52399,53362,53967,55111,56250
37143,13477,13456,13532,13603,13466
37145,39429,39525,39179,39248,39132
37147,168826,170763,172895,174351,175354
37149,20446,20290,20248,20419,20357
37151,141957,141865,142326,142456,142778
37153,46624,46621,46381,46224,45733
37155,134425,135056,135368,134956,134760
37157,93604,93160,92646,91905,91696
37159,138329,138043,137915,138313,138630
37161,67781,67403,67243,66879,66600
37163,63517,63650,63895,64098,64050
37165,36099,36332,36157,36006,35576
37167,60562,60480,60493,60630,60600
37169,47339,47191,46756,46587,46419
37171,73714,73644,73568,73062,72968
37173,13991,13992,14080,14014,14274
37175,33073,32819,32854,32925,33045
37177,4409,4333,4131,4105,4115
37179,202171,205109,208393,212696,218568
37181,45314,45258,45074,44730,44614
37183,906908,929330,952611,975024,998691
37185,20920,20928,20594,20467,20231
37187,13169,12957,12726,12765,12570
37189,50993,51583,52064,52317,52560
37191,122888,124022,124504,124596,124456
37193,69223,69181,69210,69012,68838
37195,81277,81449,81768,81598,81401
37197,38394,38252,38056,38009,37792
37199,17808,17692,17633,17564,17614
38001,2344,2299,2302,2366,2384
38003,11059,11101,11013,11162,11144
38005,6666,6687,6762,6874,6833
38007,771,836,913,891,901
38009,6426,6505,6583,6733,6650
38011,3140,3140,3220,3212,3247
38013,1965,2056,2170,2291,2245
38015,81689,83582,86073,88709,90503
38017,150278,152878,156839,163207,167005
38019,3982,3953,3943,3875,3855
38021,5280,5264,5245,5231,5150
38023,2074,2139,2233,2315,2432
38025,3541,3751,3974,4162,4399
38027,2383,2354,2377,2406,2377
38029,3543,3525,3483,3481,3422
38031,3343,3352,3392,3372,3362
38033,1679,1746,1799,1815,1825
38035,66943,66626,67701,69311,70138
38037,2389,2356,2337,2371,2361
38039,2407,2369,2351,2292,2319
38041,2472,2522,2553,2668,2660
38043,2439,2446,2434,2429,2424
38045,4129,4121,4103,4133,4149
38047,1999,1967,1932,1932,1944
38049,5395,5483,5784,5904,5988
38051,2816,2784,2774,2764,2801
38053,6395,7012,7965,9297,10996
38055,8991,9081,9371,9476,9578
38057,8411,8419,8486,8596,8746
38059,27565,27720,28045,28989,29822
38061,7725,8110,8750,9346,9782
38063,3118,3065,3081,3079,3045
38065,1833,1845,1832,1869,1850
38067,7396,7383,7261,7164,7128
38069,4361,4387,4466,4392,4404
38071,11445,11504,11555,11543,11564
38073,5431,5420,5474,5490,5446
38075,2476,2495,2554,2616,2587
38077,16317,16255,16210,16321,16432
38079,13993,14138,14350,14607,14616
38081,3805,3804,3895,3880,3931
38083,1311,1310,1270,1313,1326
38085,4146,4246,4343,4426,4422
38087,727,721,759,761,765
38089,24353,25168,26921,28377,30372
38091,1974,2030,1993,1960,1955
38093,21114,20989,20958,21090,21129
38095,2238,2294,2323,2297,2310
38097,8113,8053,8073,8210,8082
38099,11095,11037,11054,11106,10970
38101,62090,64318,65480,67998,69384
38103,4197,4217,4260,4185,4192
38105,22573,24379,26686,29563,32130
39001,28568,28523,28366,28126,28129
39003,106364,105907,105283,105214,105040
39005,53329,53288,53240,53117,53035
39007,101409,101101,100264,99779,99175
39009,65218,65117,64638,64515,64713
39011,45936,45815,45866,45876,45841
39013,70290,70045,69624,69545,69461
39015,44886,44678,44404,44235,44116
39017,369056,370210,370833,371511,374158
39019,28804,28871,28560,28271,28187
39021,40074,39878,39586,39475,39128
39023,138227,137738,137194,136803,136554
39025,197638,198581,199219,200254,201560
39027,41892,41906,41831,41889,41835
39029,107843,107260,106438,105885,105686
39031,36914,36903,36806,36700,36516
39033,43778,43307,42847,42770,42480
39035,1278172,1269839,1265889,1263837,1259828
39037,52958,52672,52506,52351,52196
39039,39106,39024,38818,38515,38510
39041,175108,178537,181147,185202,189113
39043,77013,76662,76442,76134,75828
39045,146391,147319,147446,148797,150381
39047,29017,28907,28850,28799,28800
39049,1166107,1179691,1196936,1213834,1231393
39051,42660,42529,42516,42418,42580
39053,31057,30960,30805,30597,30397
39055,93422,93403,93917,94059,94295
39057,161614,163522,164145,163465,163820
39059,40102,39847,39813,39614,39590
39061,802298,800648,802355,804429,806631
39063,74674,75080,75647,75712,75337
39065,32102,31821,31643,31767,31796
39067,15840,15788,15694,15624,15543
39069,28102,28210,28060,28061,27937
39071,43598,43428,43024,43233,43045
39073,29466,29466,29291,28608,28725
39075,42467,42777,43105,43635,43898
39077,59599,59431,59295,58889,58714
39079,33238,33116,32873,32784,32748
39081,69613,68889,68347,68007,67694
39083,61095,61311,60817,60923,61167
39085,229993,229787,229365,229634,229230
39087,62445,62406,62108,61918,61623
39089,166707,167234,167719,168503,169390
39091,45774,45621,45454,45466,45507
39093,301478,301932,301695,303006,304216
39095,441599,439771,437376,436803,435286
39097,43412,43071,42959,43272,43918
39099,238406,237314,235787,234336,233204
39101,66450,66542,66235,65910,65720
39103,172493,173438,173704,174792,176029
39105,23724,23695,23600,23470,23331
39107,40767,40795,40827,40724,40831
39109,102456,102833,103118,103416,103900
39111,14583,14722,14579,14601,14465
39113,536175,534979,534971,534764,533116
39115,15053,15077,14945,14967,14843
39117,34833,34929,35003,35038,35152
39119,86185,86199,85838,85696,85818
39121,14629,14696,14577,14541,14363
39123,41408,41436,41361,41160,41154
39125,19583,19411,19287,19194,18989
39127,36037,36223,35997,35932,35812
39129,55725,55983,56346,56466,56876
39131,28736,28633,28501,28392,28256
39133,161355,161770,161336,161423,161882
39135,42188,42036,41895,41728,41586
39137,34448,34382,34181,34098,34171
39139,124175,123070,122588,122292,121942
39141,78126,77627,77485,77364,77159
39143,60907,60644,60560,60200,60179
39145,79531,79218,78572,78023,77258
39147,56631,56420,56025,55756,55669
39149,49348,49270,49142,49112,48951
39151,375398,374248,374844,375222,375736
39153,541612,541111,540867,541787,541943
39155,209897,208991,207439,206480,205175
39157,92546,92492,92488,92767,92788
39159,52391,53087,52815,53380,53776
39161,28673,28703,28729,28494,28462
39163,13417,13397,13233,13313,13234
39165,213485,215740,217653,219578,221659
39167,61691,61559,61508,61393,61213
39169,114501,114718,114990,115144,115537
39171,37529,37594,37568,37485,37291
39173,125942,127296,128659,129209,129590
39175,22583,22652,22592,22497,22353
40001,22720,22513,22248,22235,22186
40003,5628,5637,5643,5817,5790
40005,14151,14100,13960,13785,13796
40007,5648,5640,5592,5540,5486
40009,22035,22312,23117,23548,23691
40011,9903,9702,9819,9819,9917
40013,42647,43163,43462,44217,44486
40015,29671,29608,29672,29487,29317
40017,116348,119487,122605,126136,129582
40019,47778,48074,48114,48655,48821
40021,47138,47764,48085,47973,48341
40023,15229,15241,15170,15072,15161
40025,2456,2480,2392,2330,2294
40027,256844,261905,266122,269890,269908
40029,5903,5942,5918,5817,5807
40031,125448,126109,126611,125035,125033
40033,6177,6158,6147,6153,6150
40035,15058,14935,14721,14666,14582
40037,70199,70650,70854,70698,70632
40039,27486,27730,28518,29295,29500
40041,41527,41356,41373,41371,41446
40043,4818,4755,4779,4817,4914
40045,4155,4047,4075,4140,4150
40047,60730,60669,61318,62509,63091
40049,27533,27364,27270,27376,27561
40051,52485,52775,53054,53635,53854
40053,4536,4547,4510,4521,4501
40055,6203,6149,6056,6162,6151
40057,2917,2929,2900,2869,2798
40059,3691,3706,3693,3833,3812
40061,12746,12717,12867,12970,12896
40063,14014,13849,13785,13746,13806
40065,26472,26420,26261,26224,25998
40067,6454,6444,6335,6358,6292
40069,10996,11086,11005,11026,11103
40071,46428,45799,45657,45543,45478
40073,15050,15112,14996,15322,15532
40075,9430,9408,9343,9376,9336
40077,11139,11114,10941,10718,10693
40079,50470,50227,49935,49847,49761
40081,34328,34329,34215,34339,34619
40083,42058,43097,43668,44401,45276
40085,9434,9387,9563,9713,9773
40087,34731,35154,35587,36516,37313
40089,33182,33248,33229,33110,33050
40091,20282,20306,20522,20472,20088
40093,7501,7611,7659,7673,7750
40095,15844,15893,15913,15989,16182
40097,41296,41289,41111,40908,40816
40099,13514,13616,13640,13709,13803
40101,71105,70725,70528,70269,69966
40103,11561,11549,11505,11379,11494
40105,10513,10618,10582,10539,10524
40107,12222,12299,12303,12291,12186
40109,721094,730111,742635,755668,766215
40111,40102,39795,39587,39451,39095
40113,47436,48332,48010,47924,47981
40115,31863,31928,32252,32280,32105
40117,16612,16806,16483,16527,16401
40119,77444,77970,78479,79457,80264
40121,45803,45666,45131,44873,44626
40123,37584,37697,38006,38073,38005
40125,69647,70148,70703,71190,71811
40127,11585,11401,11233,11233,11125
40129,3636,3796,3774,3741,3761
40131,87024,87753,88445,89183,89815
40133,25450,25485,25469,25476,25421
40135,42448,42021,41466,41307,41358
40137,45089,45104,44837,44977,44493
40139,20811,21203,21533,22073,21853
40141,7981,7983,7784,7681,7628
40143,605092,608522,614460,622966,629598
40145,73393,74069,74997,75675,75702
40147,51080,51524,51710,51567,51937
40149,11595,11608,11638,11717,11547
40151,8892,8765,8832,9015,9288
40153,19988,20096,20647,21225,21529
41001,16089,16041,15961,16096,16059
41003,85531,85983,86380,85960,86316
41005,376846,379671,383540,388457,394972
41007,37058,37183,37343,37121,37474
41009,49340,49360,49208,49257,49459
41011,63010,62782,62690,62433,62475
41013,20891,20673,20636,20790,20998
41015,22364,22457,22249,22299,22335
41017,157828,159786,161746,165955,170388
41019,107651,107267,107082,106810,106972
41021,1870,1947,1941,1938,1932
41023,7451,7404,7317,7273,7180
41025,7397,7362,7228,7152,7126
41027,22442,22434,22628,22711,22885
41029,203421,204754,206363,208091,210287
41031,21685,21688,21759,21827,22192
41033,82835,82618,82782,83271,83599
41035,66286,66292,66042,65848,65455
41037,7883,7921,7790,7837,7838
41039,351852,353491,354481,355661,358337
41041,45990,45844,46152,46300,46406
41043,116871,118117,118360,118644,119356
41045,31332,30780,30606,30624,30359
41047,315910,317908,320085,322228,326110
41049,11200,11192,11240,11266,11187
41051,737268,747977,758817,766082,776712
41053,75577,75955,76254,76618,77916
41055,1772,1735,1735,1718,1710
41057,25251,25416,25326,25333,25342
41059,76045,76689,76920,76868,76705
41061,25746,25888,25818,25539,25691
41063,7026,7000,6814,6805,6820
41065,25259,25231,25457,25475,25515
41067,531345,539627,547737,555547,562998
41069,1449,1420,1426,1397,1375
41071,99312,99751,100771,100837,101758
42001,101470,101649,101538,101457,101714
42003,1223797,1227472,1230383,1232953,1231255
42005,68822,68636,68362,68110,67785
42007,170590,170352,170224,170060,169392
42009,49740,49444,49399,49133,48946
42011,411905,412580,413252,413652,413691
42013,127030,127175,126999,126379,125955
42015,62588,63007,62813,62356,61784
42017,625326,626369,626189,626456,626685
42019,184047,184721,185089,185369,185943
42021,143444,142566,141531,138900,137732
42023,5067,4987,4942,4894,4805
42025,65207,65106,64927,64690,64441
42027,154182,154847,155582,157847,158742
42029,499883,503626,506317,509500,512784
42031,39935,39888,39450,39092,38821
42033,81560,81516,81503,81589,81191
42035,39230,39515,39730,39834,39745
42037,67329,66930,66924,67139,67122
42039,88672,88085,87660,87411,87175
42041,235953,236920,239198,241268,243762
42043,268281,269124,269857,271017,271453
42045,559026,559128,560916,561844,562960
42047,31851,31797,31623,31455,31194
42049,280720,280938,280801,279760,278443
42051,136468,136046,135479,134799,134086
42053,7710,7746,7670,7602,7518
42055,149908,151004,151589,152191,152892
42057,14868,14778,14764,14694,14632
42059,38612,38432,38084,37882,37843
42061,45998,46115,46018,45871,45750
42063,88810,88536,88209,88246,87706
42065,45228,44958,44872,44977,44638
42067,24541,24923,24915,24790,24796
42069,214471,214582,214510,213834,212719
42071,520317,523670,526766,530122,533320
42073,91033,90386,89797,89306,88771
42075,133728,134544,135582,135707,136359
42077,350172,353653,355269,355768,357823
42079,320952,321041,321276,319862,318829
42081,116173,116669,117296,116732,116508
42083,43354,43190,43234,42788,42554
42085,116571,116182,115747,115313,114884
42087,46657,46787,46829,46701,46552
42089,169940,169860,168465,167130,166314
42091,801066,805487,809618,813832,816857
42093,18327,18379,18491,18535,18641
42095,298028,298332,299363,299747,300654
42097,94351,94480,94556,94138,93944
42099,46024,45891,45772,45621,45634
42101,1528544,1539313,1550396,1556052,1560297
42103,57331,57515,56762,56614,56191
42105,17474,17457,17625,17491,17206
42107,148225,147623,147288,146798,145797
42109,39741,39659,39796,40093,40323
42111,77693,77313,77110,76722,76218
42113,6405,6450,6453,6352,6339
42115,43392,43119,42773,42334,41920
42117,42028,42417,42611,42458,42274
42119,44972,45069,45139,44719,44874
42121,54945,54707,54235,53908,53529
42123,41753,41476,41212,40944,40703
42125,207891,208080,208431,208194,208187
42127,52883,52217,51685,51649,51401
42129,365063,364373,363100,361080,359320
42131,28232,28290,28348,28142,28131
42133,435543,436868,437699,439393,440755
44001,49846,49284,49238,49263,49060
44003,166009,165306,164900,164923,165128
44005,83158,83003,82884,82457,82358
44007,626965,627922,629368,630171,631974
44009,127100,126505,126247,126540,126653
45001,25345,25117,25065,25008,24965
45003,160589,161894,163426,164294,164753
45005,10353,10260,10004,9822,9695
45007,187322,188563,189365,190754,192810
45009,15970,15864,15790,15440,15182
45011,22614,22404,22294,22164,21959
45013,162958,164106,167782,171569,175852
